day,date,time,operator,branch,driver,temperature,bill,pizzas,free_wine,got_wine,discount_customer
Wednesday,21-May-14,3.361.807.424,Laura,West,Mario,6.803.772.603,41.9,2,0,0,0
Wednesday,21-May-14,4.038.066.323,Melissa,Centre,Salvatore,6.184.655.093,51.5,3,1,1,0
Wednesday,21-May-14,3.782.279.776,Melissa,West,Mario,6.564.240.872,45.3,3,0,0,0
Wednesday,21-May-14,3.061.026.386,Melissa,East,Salvatore,5.812.391.317,27.6,2,0,0,0
Wednesday,21-May-14,3.879.548.253,Laura,West,Mario,6.557.307.667,44.1,2,0,0,0
Wednesday,21-May-14,3.120.852.562,Laura,West,Salvatore,6.479.360.797,46.6,4,0,0,0
Wednesday,21-May-14,3.696.798.946,Melissa,East,Mario,7.565.283.831,27.6,1,0,0,0
Wednesday,21-May-14,447.634.224,Melissa,Centre,Salvatore,4.568.095.746,54.3,7,1,1,0
Wednesday,21-May-14,3.275.646.477,Laura,Centre,Mario,5.231.433.975,44.2,6,0,0,0
Wednesday,21-May-14,383.856.127,Laura,East,Salvatore,6.718.676.759,52.7,2,0,0,0
Wednesday,21-May-14,379.478.322,Laura,West,Mario,5.956.219.887,44.7,3,0,0,0
Wednesday,21-May-14,4.034.798.542,Melissa,Centre,Mario,5.216.067.685,42.9,3,1,1,0
Wednesday,21-May-14,3.741.894.368,Melissa,West,Mario,5.053.333.736,56.3,3,0,0,0
Wednesday,21-May-14,2.690.195.757,Laura,East,Mario,8.049.366.458,26.1,1,0,0,0
Wednesday,21-May-14,3.560.538.665,Melissa,Centre,Mario,5.552.673.204,75,4,0,0,0
Wednesday,21-May-14,4.567.553.446,Melissa,West,Mario,6.500.117.683,45.1,5,1,1,0
Wednesday,21-May-14,3.999.209.863,Melissa,West,Salvatore,6.596.514.136,43.5,3,0,0,0
Wednesday,21-May-14,4.061.493.241,Melissa,East,Mario,6.224.495.243,51.3,4,1,1,0
Wednesday,21-May-14,2.581.761.159,Melissa,East,Mario,6.301.155.163,46.9,2,0,0,0
Wednesday,21-May-14,3.656.075.177,Melissa,West,Salvatore,5.865.840.051,53.3,5,0,0,0
Wednesday,21-May-14,3.543.669.869,Laura,East,Mario,6.935.232.668,36.9,2,0,0,0
Wednesday,21-May-14,2.137.874.633,Laura,East,Mario,6.601.283.814,31.9,2,0,0,0
Wednesday,21-May-14,3.064.717.862,Laura,East,Mario,6.914.094.814,29.7,1,0,0,0
Wednesday,21-May-14,2.584.539.858,Melissa,Centre,Mario,6.592.760.186,39.3,4,0,0,0
Wednesday,21-May-14,2.230.364.017,Laura,East,Mario,7.178.682.994,24.9,1,0,0,1
Wednesday,21-May-14,3.089.507.992,Laura,East,Mario,5.935.499.995,54.7,4,0,0,0
Wednesday,21-May-14,2.889.869.177,Laura,West,Salvatore,6.058.511.243,29.7,1,0,0,0
Wednesday,21-May-14,3.394.195.955,Laura,East,Mario,6.051.301.229,48.5,2,0,0,0
Wednesday,21-May-14,3.923.246.908,Melissa,Centre,Mario,6.334.821.027,49.1,9,0,0,0
Wednesday,21-May-14,3.026.611.527,Melissa,Centre,Salvatore,6.005.613.006,69.3,3,0,0,0
Wednesday,21-May-14,4.338.030.248,Melissa,Centre,Salvatore,6.131.148.914,32.8,4,1,1,0
Wednesday,21-May-14,3.431.190.156,Melissa,West,Mario,5.916.254.954,38.7,3,0,0,0
Wednesday,21-May-14,3.712.305.816,Melissa,West,Salvatore,5.570.461.624,51.4,3,0,0,0
Thursday,22-May-14,3.699.224.544,Melissa,West,Salvatore,6.561.155.288,41.3,3,0,0,1
Thursday,22-May-14,3.305.295.894,Melissa,East,Mario,6.147.750.554,68.9,5,0,0,0
Thursday,22-May-14,3.516.782.677,Laura,West,Mario,5.823.906.869,50.1,3,0,0,1
Thursday,22-May-14,3.359.324.618,Laura,Centre,Mario,632.045.436,48.3,3,0,0,0
Thursday,22-May-14,4.001.762.373,Melissa,West,Salvatore,5.402.586.453,56.3,6,1,1,0
Thursday,22-May-14,3.631.462.004,Melissa,West,Salvatore,6.694.649.693,47.3,3,0,0,0
Thursday,22-May-14,2.902.858.634,Melissa,West,Mario,6.718.398.902,56.2,2,0,0,0
Thursday,22-May-14,3.147.125.429,Melissa,West,Mario,5.835.722.143,47.9,3,0,0,0
Thursday,22-May-14,2.598.600.496,Laura,East,Mario,7.162.110.127,40.2,2,0,0,0
Thursday,22-May-14,3.317.535.035,Melissa,Centre,Mario,631.136.711,46,3,0,0,0
Thursday,22-May-14,216.337.741,Melissa,West,Mario,6.843.000.976,31.7,1,0,0,1
Thursday,22-May-14,3.853.736.311,Laura,East,Salvatore,5.943.229.094,44.5,7,0,0,0
Thursday,22-May-14,3.603.650.422,Laura,East,Salvatore,6.960.261.857,47.9,2,0,0,0
Thursday,22-May-14,2.604.979.857,Melissa,East,Salvatore,6.425.276.123,48.4,2,0,0,0
Thursday,22-May-14,2.775.306.329,Melissa,East,Bruno,6.488.590.955,43.5,2,0,0,0
Thursday,22-May-14,3.464.220.754,Laura,West,Salvatore,6.577.636.064,32.1,2,0,0,1
Thursday,22-May-14,4.023.841.757,Laura,East,Mario,7.454.499.992,27.2,2,1,1,0
Thursday,22-May-14,3.814.588.061,Laura,West,Mario,6.246.604.622,53.7,4,0,0,0
Thursday,22-May-14,3.904.397.528,Laura,West,Mario,5.405.791.682,60.3,4,0,0,0
Thursday,22-May-14,3.718.679.223,Laura,West,Salvatore,6.535.337.519,47.4,4,0,0,0
Thursday,22-May-14,3.242.032.203,Melissa,West,Mario,6.719.792.863,47.8,2,0,0,1
Thursday,22-May-14,4.166.685.298,Laura,Centre,Salvatore,5.502.829.462,56.6,4,1,1,0
Thursday,22-May-14,3.136.278.454,Melissa,East,Mario,6.460.173.476,26.3,2,0,0,0
Thursday,22-May-14,2.773.220.252,Laura,West,Mario,6.862.667.181,36.3,3,0,0,0
Thursday,22-May-14,3.798.109.318,Laura,East,Mario,6.917.844.115,25.9,2,0,0,0
Thursday,22-May-14,3.602.980.764,Melissa,West,Bruno,5.510.237.179,52.2,9,0,0,0
Thursday,22-May-14,3.094.094.835,Laura,Centre,Mario,6.228.311.797,61.3,4,0,0,0
Thursday,22-May-14,3.977.778.367,Laura,Centre,Bruno,5.328.491.612,44.4,4,0,0,0
Thursday,22-May-14,3.299.278.606,Melissa,East,Salvatore,5.707.739.355,46.5,2,0,0,0
Thursday,22-May-14,3.773.900.991,Melissa,Centre,Salvatore,6.447.575.886,60.4,2,0,0,0
Thursday,22-May-14,4.176.856.482,Melissa,East,Bruno,5.823.011.963,39.6,3,1,1,1
Thursday,22-May-14,3.006.998.561,Laura,East,Bruno,6.495.802.769,31.3,1,0,0,0
Thursday,22-May-14,3.661.854.057,Laura,Centre,Salvatore,6.479.868.055,44.8,4,0,0,0
Thursday,22-May-14,3.886.458.942,Melissa,East,Mario,5.631.454.835,39.5,4,0,0,0
Thursday,22-May-14,3.532.651.606,Laura,Centre,Mario,61.432.676,48.5,3,0,0,0
Thursday,22-May-14,4.865.381.431,Melissa,Centre,Bruno,523.307.619,61.2,4,1,1,0
Friday,23-May-14,3.514.333.121,Melissa,East,Mario,6.953.124.018,27.9,2,0,0,0
Friday,23-May-14,2.274.040.941,Laura,East,Bruno,6.698.920.107,30.4,1,0,0,1
Friday,23-May-14,2.387.917.457,Melissa,West,Salvatore,7.552.247.414,25.9,1,0,0,0
Friday,23-May-14,355.594.752,Melissa,Centre,Bruno,5.895.421.303,50.1,4,0,0,0
Friday,23-May-14,3.442.028.705,Melissa,Centre,Mario,5.552.386.664,38.7,3,0,0,1
Friday,23-May-14,2.613.852.343,Laura,East,Luigi,7.527.530.498,37.3,2,0,0,0
Friday,23-May-14,2.753.214.241,Melissa,West,Luigi,6.561.035.001,43.9,4,0,0,1
Friday,23-May-14,4.244.494.101,Melissa,Centre,Mario,5.808.594.555,50.5,5,1,1,0
Friday,23-May-14,3.425.185.056,Melissa,East,Luigi,5.433.411.801,31.1,2,0,0,1
Friday,23-May-14,3.330.601.591,Melissa,East,Mario,6.224.375.153,57.6,2,0,0,0
Friday,23-May-14,2.452.139.737,Melissa,West,Salvatore,6.225.611.666,44.6,3,0,0,0
Friday,23-May-14,3.712.621.429,Melissa,West,Salvatore,6.128.061.503,56.6,6,0,0,0
Friday,23-May-14,2.430.999.574,Melissa,East,Mario,6.845.504.245,50.2,1,0,0,1
Friday,23-May-14,2.971.580.017,Melissa,Centre,Luigi,6.756.777.632,45.5,2,0,0,0
Friday,23-May-14,4.588.159.379,Laura,West,Mario,6.193.516.634,62.7,5,1,0,0
Friday,23-May-14,3.893.401.413,Melissa,East,Salvatore,7.324.103.552,39,2,0,0,0
Friday,23-May-14,3.381.037.036,Laura,Centre,Bruno,5.853.865.582,51.8,3,0,0,0
Friday,23-May-14,4.317.861.716,Melissa,East,Mario,6.916.427.172,42.6,3,1,0,0
Friday,23-May-14,408.700.571,Melissa,Centre,Bruno,6.192.120.956,64.9,5,1,1,0
Friday,23-May-14,3.372.129.678,Melissa,West,Salvatore,5.535.452.815,64.5,5,0,0,0
Friday,23-May-14,3.895.432,Laura,Centre,Salvatore,686.015.376,43.5,3,0,0,0
Friday,23-May-14,3.217.951.887,Melissa,West,Bruno,6.676.546.653,43.5,4,0,0,0
Friday,23-May-14,2.793.116.591,Laura,East,Luigi,7.210.132.572,46.6,2,0,0,0
Friday,23-May-14,350.575.055,Melissa,Centre,Mario,5.754.135.493,46.6,3,0,0,0
Friday,23-May-14,3.576.244.313,Laura,East,Luigi,5.379.945.552,36.4,3,0,0,0
Friday,23-May-14,452.057.717,Laura,East,Luigi,5.820.457.167,38.6,3,1,1,0
Friday,23-May-14,2.350.312.029,Melissa,East,Bruno,5.642.343.947,28.6,3,0,0,0
Friday,23-May-14,4.091.120.486,Laura,West,Salvatore,6.240.666.994,53.5,4,1,1,0
Friday,23-May-14,3.969.831.218,Melissa,Centre,Mario,6.134.466.317,49.2,3,0,0,0
Friday,23-May-14,4.318.028.078,Melissa,Centre,Salvatore,6.072.086.286,50.5,4,1,1,0
Friday,23-May-14,2.881.471.838,Melissa,West,Salvatore,6.692.134.682,51.1,4,0,0,0
Friday,23-May-14,2.353.652.761,Laura,East,Mario,6.219.052.012,43.1,1,0,0,0
Friday,23-May-14,2.618.872.829,Melissa,West,Salvatore,7.430.711.822,23.3,2,0,0,0
Friday,23-May-14,2.714.131.429,Laura,East,Bruno,6.394.568.674,29.7,5,0,0,0
Friday,23-May-14,3.070.907.019,Laura,West,Mario,5.099.404.488,49.7,3,0,0,0
Friday,23-May-14,33.416.344,Laura,East,Luigi,7.366.362.592,20.1,3,0,0,0
Friday,23-May-14,3.112.194.049,Melissa,Centre,Luigi,4.788.672.863,31.6,2,0,0,0
Friday,23-May-14,3.022.367.225,Melissa,Centre,Luigi,6.091.005.495,57.3,3,0,0,0
Friday,23-May-14,3.142.833.903,Melissa,East,Luigi,5.740.110.941,27.3,5,0,0,0
Friday,23-May-14,2.908.404.462,Melissa,Centre,Mario,6.207.814.573,28.3,3,0,0,0
Friday,23-May-14,2.518.743.961,Melissa,West,Mario,7.010.562.097,40.8,2,0,0,0
Friday,23-May-14,3.431.531.736,Melissa,West,Bruno,5.931.116.037,53.1,4,0,0,0
Friday,23-May-14,2.971.282.674,Laura,West,Luigi,4.950.131.956,33.1,2,0,0,1
Friday,23-May-14,4.604.149.578,Laura,Centre,Luigi,5.177.251.268,49.5,3,1,1,1
Friday,23-May-14,4.407.139.763,Laura,Centre,Luigi,5.888.892.646,58.9,5,1,1,0
Saturday,24-May-14,2.977.826.196,Laura,East,Salvatore,6.069.506.106,39.4,3,0,0,0
Saturday,24-May-14,3.237.944.321,Melissa,East,Luigi,6.476.850.988,34.7,2,0,0,0
Saturday,24-May-14,3.674.544.819,Melissa,West,Bruno,5.849.294.311,43.3,3,0,0,1
Saturday,24-May-14,197.819.867,Laura,East,Domenico,7.309.232.532,20.5,1,0,0,0
Saturday,24-May-14,2.578.838.141,Laura,East,Salvatore,6.703.838.516,54.1,1,0,0,0
Saturday,24-May-14,3.822.397.306,Laura,Centre,Bruno,5.587.292.497,61.4,3,0,0,0
Saturday,24-May-14,3.052.341.322,Melissa,East,Mario,7.431.087.295,32.2,2,0,0,0
Saturday,24-May-14,3.973.818.101,Melissa,Centre,Salvatore,5.819.956.413,43.6,6,0,0,0
Saturday,24-May-14,2.865.563.339,Laura,West,Salvatore,697.566.077,46.4,3,0,0,0
Saturday,24-May-14,2.940.754.557,Laura,East,Luigi,6.788.400.637,27.8,1,0,0,0
Saturday,24-May-14,2.930.972.684,Melissa,Centre,Domenico,6.255.342.365,37.9,2,0,0,0
Saturday,24-May-14,3.074.373.178,Laura,East,Luigi,6.786.818.665,30.4,1,0,0,0
Saturday,24-May-14,3.466.744.861,Laura,East,Domenico,570.450.147,26,4,0,0,0
Saturday,24-May-14,2.169.158.362,Melissa,Centre,Domenico,6.963.248.416,24.1,1,0,0,0
Saturday,24-May-14,3.642.974.991,Melissa,East,Bruno,5.887.547.564,52.8,4,0,0,0
Saturday,24-May-14,2.394.672.603,Laura,East,Domenico,7.427.691.517,29,3,0,0,0
Saturday,24-May-14,3.625.999.733,Laura,East,Bruno,5.693.954.566,50.6,4,0,0,1
Saturday,24-May-14,3.746.705.548,Laura,Centre,Bruno,530.847.694,43.5,3,0,0,0
Saturday,24-May-14,3.701.762.268,Laura,East,Luigi,5.897.030.897,42.9,6,0,0,0
Saturday,24-May-14,3.567.092.205,Melissa,West,Bruno,5.592.956.662,54.6,3,0,0,0
Saturday,24-May-14,2.578.553.549,Melissa,Centre,Domenico,7.178.503.389,23.3,1,0,0,1
Saturday,24-May-14,2.946.893.212,Melissa,West,Domenico,7.420.392.358,23.3,6,0,0,1
Saturday,24-May-14,3.392.018.047,Laura,East,Luigi,6.894.071.453,51.1,4,0,0,1
Saturday,24-May-14,3.717.813.981,Melissa,East,Mario,6.373.452.559,29.1,2,0,0,1
Saturday,24-May-14,3.650.454.631,Melissa,East,Domenico,7.079.622.514,37.1,2,0,0,0
Saturday,24-May-14,2.253.676.763,Laura,East,Luigi,5.893.257.091,39.3,1,0,0,1
Saturday,24-May-14,272.339.648,Laura,East,Mario,5.139.865.614,40.5,3,0,0,1
Saturday,24-May-14,3.016.414.159,Melissa,Centre,Bruno,660.222.396,63,4,0,0,0
Saturday,24-May-14,4.286.296.416,Laura,West,Bruno,6.400.713.991,48.3,8,1,0,0
Saturday,24-May-14,3.478.785.571,Laura,Centre,Salvatore,5.802.362.189,54.3,7,0,0,1
Saturday,24-May-14,2.186.077.329,Laura,East,Mario,7.729.169.496,21.6,3,0,0,0
Saturday,24-May-14,3.329.140.063,Melissa,West,Mario,5.310.754.266,39.6,4,0,0,0
Saturday,24-May-14,3.078.706.943,Melissa,Centre,Luigi,6.264.997.076,49.4,3,0,0,0
Saturday,24-May-14,2.158.552.769,Laura,West,Salvatore,6.786.008.567,47.5,1,0,0,0
Saturday,24-May-14,4.079.712.995,Laura,Centre,Salvatore,4.898.050.174,54.9,5,1,1,0
Saturday,24-May-14,3.168.179.859,Laura,East,Salvatore,6.254.276.926,53.2,2,0,0,0
Saturday,24-May-14,4.556.189.901,Laura,West,Bruno,4.684.435.473,42.2,3,1,1,0
Saturday,24-May-14,2.719.460.618,Laura,East,Domenico,6.758.282.851,29.1,1,0,0,0
Saturday,24-May-14,4.331.137.146,Laura,West,Salvatore,5.332.794.858,43,2,1,1,1
Saturday,24-May-14,3.637.278.559,Laura,West,Salvatore,6.116.787.845,55,3,0,0,0
Saturday,24-May-14,3.802.267.796,Laura,West,Bruno,6.641.566.469,32.7,3,0,0,0
Saturday,24-May-14,287.038.741,Laura,West,Domenico,6.224.283.188,33.9,2,0,0,0
Saturday,24-May-14,3.225.499.105,Melissa,East,Salvatore,607.103.206,45.5,1,0,0,0
Saturday,24-May-14,3.332.372.026,Laura,East,Domenico,5.798.705.199,33.4,1,0,0,1
Saturday,24-May-14,2.696.425.042,Melissa,East,Domenico,4.815.944.663,19.9,2,0,0,0
Saturday,24-May-14,3.100.010.917,Laura,West,Domenico,629.333.359,32.3,3,0,0,0
Saturday,24-May-14,3.046.332.677,Laura,West,Luigi,67.442.019,50.9,5,0,0,0
Saturday,24-May-14,2.870.824.216,Laura,West,Luigi,5.748.351.564,65.2,1,0,0,1
Saturday,24-May-14,3.231.433.053,Laura,West,Luigi,524.869.609,60.8,5,0,0,1
Sunday,25-May-14,4.166.065.372,Melissa,Centre,Bruno,6.648.381.256,38.2,5,1,1,0
Sunday,25-May-14,4.444.253.306,Melissa,Centre,Bruno,5.053.822.553,39.7,4,1,1,0
Sunday,25-May-14,3.784.776.215,Melissa,Centre,Salvatore,551.924.112,47.3,2,0,0,0
Sunday,25-May-14,3.786.025.078,Laura,West,Salvatore,6.510.463.666,39.9,5,0,0,0
Sunday,25-May-14,3.214.106.611,Melissa,Centre,Mario,6.625.209.693,51.6,2,0,0,1
Sunday,25-May-14,4.866.219.108,Melissa,East,Luigi,6.483.199.772,49.2,3,1,1,0
Sunday,25-May-14,4.161.941.663,Laura,Centre,Domenico,6.711.638.762,41.3,2,1,1,0
Sunday,25-May-14,4.543.441.288,Melissa,West,Bruno,5.852.322.893,37.6,3,1,0,1
Sunday,25-May-14,3.444.085.512,Laura,Centre,Luigi,5.412.916.502,45.6,4,0,0,1
Sunday,25-May-14,3.459.696.473,Melissa,East,Luigi,7.304.806.364,40.2,2,0,0,1
Sunday,25-May-14,319.755.791,Melissa,West,Mario,5.655.951.372,50.4,4,0,0,1
Sunday,25-May-14,3.622.021.569,Melissa,West,Mario,6.824.393.425,39.2,2,0,0,1
Sunday,25-May-14,3.443.819.684,Laura,Centre,Luigi,5.818.902.213,47.1,5,0,0,0
Sunday,25-May-14,3.541.336.281,Laura,East,Mario,6.873.041.387,47.2,2,0,0,1
Sunday,25-May-14,3.680.782.415,Laura,Centre,Salvatore,7.119.371.986,36.9,2,0,0,0
Sunday,25-May-14,263.504.225,Laura,Centre,Domenico,6.850.914.194,35.8,3,0,0,0
Sunday,25-May-14,2.034.109.464,Melissa,East,Domenico,791.920.987,25.4,1,0,0,0
Sunday,25-May-14,3.918.777.801,Laura,Centre,Salvatore,6.366.749.375,45.8,4,0,0,0
Sunday,25-May-14,2.425.823.614,Laura,West,Luigi,6.532.368.901,34.2,5,0,0,0
Sunday,25-May-14,4.470.474.082,Laura,East,Luigi,7.410.997.822,56.4,2,1,0,1
Sunday,25-May-14,2.731.340.391,Melissa,Centre,Domenico,6.407.928.442,37.4,3,0,0,1
Sunday,25-May-14,2.875.597.887,Laura,West,Domenico,6.728.969.643,28.6,1,0,0,0
Sunday,25-May-14,3.256.791.907,Melissa,Centre,Salvatore,5.563.499.905,54.7,3,0,0,0
Sunday,25-May-14,1.855.345.239,Melissa,East,Domenico,7.970.520.512,15.5,1,0,0,0
Sunday,25-May-14,3.925.251.667,Laura,Centre,Mario,6.186.005.953,36.1,2,0,0,0
Sunday,25-May-14,3.477.784.797,Melissa,East,Luigi,6.999.744.776,41.9,2,0,0,1
Sunday,25-May-14,4.087.683.059,Laura,Centre,Mario,5.670.543.815,49,2,1,1,0
Sunday,25-May-14,3.031.645.427,Laura,West,Luigi,6.890.328.855,42.3,2,0,0,0
Sunday,25-May-14,3.431.770.069,Laura,East,Mario,6.587.212.626,30.7,2,0,0,0
Sunday,25-May-14,3.584.220.458,Melissa,Centre,Bruno,4.852.212.914,45.5,5,0,0,0
Sunday,25-May-14,4.363.153.837,Laura,Centre,Salvatore,633.715.224,64.4,8,1,1,0
Sunday,25-May-14,3.561.917.969,Melissa,West,Mario,484.254.615,50,5,0,0,0
Sunday,25-May-14,3.624.499.457,Laura,Centre,Bruno,6.783.014.036,41.9,2,0,0,1
Sunday,25-May-14,3.737.508.204,Laura,Centre,Salvatore,5.410.988.975,38.9,3,0,0,0
Sunday,25-May-14,2.699.079.678,Laura,East,Mario,6.917.808.148,39.7,2,0,0,1
Sunday,25-May-14,3.162.534.899,Melissa,West,Mario,6.410.092.343,33.4,3,0,0,0
Sunday,25-May-14,2.462.236.466,Laura,East,Domenico,5.850.074.115,33.8,1,0,0,0
Sunday,25-May-14,2.713.011.169,Laura,East,Luigi,748.603.361,24.7,3,0,0,0
Sunday,25-May-14,346.116.508,Melissa,Centre,Luigi,5.724.844.633,35,4,0,0,0
Sunday,25-May-14,342.230.696,Laura,Centre,Salvatore,5.582.078.722,42.3,3,0,0,0
Sunday,25-May-14,3.298.346.952,Laura,East,Mario,6.061.699.678,47.2,2,0,0,1
Sunday,25-May-14,3.214.387.591,Melissa,West,Salvatore,6.589.377.732,34.1,2,0,0,0
Sunday,25-May-14,2.785.794.056,Melissa,West,Domenico,7.101.311.211,25,2,0,0,0
Sunday,25-May-14,3.777.282.308,Laura,Centre,Luigi,6.410.885.328,39.6,4,0,0,0
Monday,26-May-14,4.770.200.717,Laura,Centre,Bruno,5.687.350.573,49.7,3,1,1,0
Monday,26-May-14,2.933.004.831,Laura,Centre,Bruno,594.608.679,35.4,2,0,0,0
Monday,26-May-14,283.006.862,Laura,West,Bruno,5.693.514.969,40.1,2,0,0,0
Monday,26-May-14,3.170.617.035,Laura,West,Salvatore,6.055.544.465,47.2,2,0,0,0
Monday,26-May-14,3.395.615.003,Laura,Centre,Bruno,5.275.517.147,56.9,4,0,0,0
Monday,26-May-14,3.553.549.561,Laura,Centre,Bruno,6.355.692.287,57.7,3,0,0,0
Monday,26-May-14,269.613.531,Laura,Centre,Salvatore,7.238.914.129,25.7,3,0,0,1
Monday,26-May-14,4.663.742.207,Laura,Centre,Bruno,5.719.884.917,55.5,4,1,1,0
Monday,26-May-14,2.420.022.569,Laura,East,Salvatore,6.979.677.841,42.6,2,0,0,1
Monday,26-May-14,3.930.223.674,Laura,West,Salvatore,5.756.783.189,55.9,3,0,0,1
Monday,26-May-14,3.209.825.052,Laura,West,Salvatore,7.242.868.867,28.5,2,0,0,1
Monday,26-May-14,2.956.050.867,Laura,West,Bruno,7.336.077.447,32.9,1,0,0,0
Monday,26-May-14,2.326.151.257,Laura,East,Salvatore,7.352.124.627,17.1,2,0,0,0
Monday,26-May-14,3.869.674.904,Laura,East,Bruno,5.907.048.803,55.3,4,0,0,0
Monday,26-May-14,2.414.426.194,Laura,East,Salvatore,7.242.535.273,26.9,1,0,0,0
Monday,26-May-14,2.920.122.738,Laura,East,Bruno,6.682.980.428,32.1,1,0,0,0
Monday,26-May-14,3.639.312.104,Laura,West,Bruno,5.990.867.458,49.4,4,0,0,0
Monday,26-May-14,3.100.129.426,Laura,West,Bruno,5.879.341.252,39,4,0,0,0
Monday,26-May-14,3.662.120.727,Laura,Centre,Bruno,6.352.234.343,59.3,3,0,0,0
Monday,26-May-14,2.822.617.646,Laura,West,Salvatore,6.207.729.023,30.3,2,0,0,0
Monday,26-May-14,2.054.509.977,Laura,West,Salvatore,6.940.278.322,25,1,0,0,1
Monday,26-May-14,3.341.818.797,Laura,East,Salvatore,7.179.624.595,36.1,3,0,0,1
Monday,26-May-14,3.444.926.534,Laura,Centre,Bruno,5.613.871.709,36.2,2,0,0,1
Monday,26-May-14,3.911.403.591,Laura,Centre,Bruno,6.377.649.715,48,5,0,0,0
Monday,26-May-14,4.563.899.988,Laura,West,Salvatore,5.885.052.736,49.2,3,1,1,0
Monday,26-May-14,3.921.273.842,Laura,Centre,Salvatore,6.054.407.616,46.9,2,0,0,0
Monday,26-May-14,336.238.022,Laura,West,Bruno,6.277.069.185,57.7,6,0,0,0
Monday,26-May-14,4.362.988.951,Laura,West,Bruno,6.390.851.559,39.4,3,1,0,0
Monday,26-May-14,4.056.208.221,Laura,West,Salvatore,6.145.966.264,61.5,4,1,1,0
Monday,26-May-14,3.173.461.209,Laura,West,Bruno,6.615.924.576,38.6,2,0,0,0
Monday,26-May-14,3.386.186.886,Laura,West,Salvatore,5.216.111.516,58.3,2,0,0,0
Tuesday,27-May-14,4.386.430.369,Melissa,Centre,Bruno,6.235.963.392,59.6,3,1,0,0
Tuesday,27-May-14,2.409.445.258,Melissa,East,Bruno,7.019.097.946,20.4,1,0,0,1
Tuesday,27-May-14,4.034.184.196,Melissa,Centre,Bruno,6.265.695.062,47.5,3,1,1,1
Tuesday,27-May-14,1.899.957.712,Melissa,East,Mario,6.454.860.383,18.5,1,0,0,0
Tuesday,27-May-14,3.297.728.636,Melissa,Centre,Mario,628.890.304,43,3,0,0,0
Tuesday,27-May-14,4.636.318.303,Melissa,West,Bruno,6.672.733.653,38.5,2,1,0,1
Tuesday,27-May-14,3.342.716.846,Melissa,West,Bruno,6.011.754.381,34.9,1,0,0,1
Tuesday,27-May-14,252.051.965,Melissa,East,Mario,7.460.359.718,35.6,1,0,0,1
Tuesday,27-May-14,2.369.355.198,Melissa,East,Bruno,6.798.431.009,26.7,3,0,0,0
Tuesday,27-May-14,3.813.148.641,Melissa,West,Bruno,7.034.003.647,35.9,2,0,0,0
Tuesday,27-May-14,3.785.439.088,Melissa,East,Mario,4.872.420.046,35.8,3,0,0,0
Tuesday,27-May-14,2.879.136.034,Melissa,East,Bruno,7.266.134.227,34.9,2,0,0,0
Tuesday,27-May-14,3.995.812.882,Melissa,Centre,Bruno,658.698.897,40.7,3,0,0,0
Tuesday,27-May-14,4.148.441.159,Melissa,East,Mario,6.681.442.716,42.6,5,1,0,0
Tuesday,27-May-14,3.119.068.704,Melissa,Centre,Bruno,5.247.610.623,50.6,3,0,0,0
Tuesday,27-May-14,3.996.924.072,Melissa,West,Mario,634.242.725,36.1,3,0,0,0
Tuesday,27-May-14,2.593.142.878,Melissa,Centre,Mario,5.995.671.413,42.7,1,0,0,0
Tuesday,27-May-14,4.142.648.964,Melissa,Centre,Bruno,559.639.867,54.1,5,1,1,0
Tuesday,27-May-14,3.283.185.283,Melissa,West,Bruno,696.828.161,39.6,2,0,0,0
Tuesday,27-May-14,3.532.909.181,Melissa,Centre,Mario,5.515.486.714,46.8,5,0,0,0
Tuesday,27-May-14,3.046.185.854,Melissa,East,Mario,5.811.910.018,52.4,2,0,0,0
Tuesday,27-May-14,3.874.393.268,Melissa,West,Mario,5.987.445.339,44.1,2,0,0,0
Tuesday,27-May-14,4.442.664.234,Melissa,West,Mario,6.131.523.082,68.6,3,1,1,0
Tuesday,27-May-14,3.622.458.075,Melissa,Centre,Mario,621.772.136,60.8,2,0,0,0
Tuesday,27-May-14,1.965.627.367,Melissa,East,Mario,7.566.144.231,29.2,2,0,0,0
Tuesday,27-May-14,2.979.321.611,Melissa,East,Mario,7.201.615.416,51.6,1,0,0,0
Tuesday,27-May-14,3.411.884.347,Melissa,West,Mario,6.326.824.763,36.7,3,0,0,1
Tuesday,27-May-14,2.849.762.952,Melissa,Centre,Bruno,7.413.814.711,41.9,2,0,0,0
Tuesday,27-May-14,523.167.179,Melissa,Centre,Bruno,5.830.057.416,42.9,4,1,1,0
Tuesday,27-May-14,2.549.994.178,Melissa,East,Mario,6.462.811.557,32.5,1,0,0,0
Tuesday,27-May-14,3.737.698.339,Melissa,West,Mario,6.510.494.313,42.4,2,0,0,1
Tuesday,27-May-14,3.386.977.404,Melissa,East,Bruno,6.405.604.693,36.1,3,0,0,0
Tuesday,27-May-14,3.896.244.864,Melissa,West,Mario,5.377.136.968,60.5,4,0,0,0
Wednesday,28-May-14,3.442.716.256,Melissa,West,Salvatore,5.663.798.896,54.3,2,0,0,0
Wednesday,28-May-14,3.515.408.339,Laura,Centre,Salvatore,5.864.116.883,54.2,5,0,0,1
Wednesday,28-May-14,3.680.968.732,Melissa,West,Mario,5.834.694.593,59,3,0,0,0
Wednesday,28-May-14,4.531.990.868,Melissa,Centre,Mario,5.248.830.857,50.9,7,1,1,1
